id,id_grid,organ,image_path,mask_path,fold
11497,11497_0001,kidney,../input/hubmap-2022-256x256/train/11497_0001.png,../input/hubmap-2022-256x256/masks/11497_0001.png,3.0
21501,21501_0006,largeintestine,../input/hubmap-2022-256x256/train/21501_0006.png,../input/hubmap-2022-256x256/masks/21501_0006.png,0.0
4062,4062_0000,largeintestine,../input/hubmap-2022-256x256/train/4062_0000.png,../input/hubmap-2022-256x256/masks/4062_0000.png,4.0
18792,18792_0002,spleen,../input/hubmap-2022-256x256/train/18792_0002.png,../input/hubmap-2022-256x256/masks/18792_0002.png,4.0
8450,8450_0004,largeintestine,../input/hubmap-2022-256x256/train/8450_0004.png,../input/hubmap-2022-256x256/masks/8450_0004.png,2.0
7970,7970_0007,kidney,../input/hubmap-2022-256x256/train/7970_0007.png,../input/hubmap-2022-256x256/masks/7970_0007.png,0.0
16659,16659_0000,prostate,../input/hubmap-2022-256x256/train/16659_0000.png,../input/hubmap-2022-256x256/masks/16659_0000.png,4.0
26480,26480_0008,lung,../input/hubmap-2022-256x256/train/26480_0008.png,../input/hubmap-2022-256x256/masks/26480_0008.png,2.0
21112,21112_0000,kidney,../input/hubmap-2022-256x256/train/21112_0000.png,../input/hubmap-2022-256x256/masks/21112_0000.png,3.0
10044,10044_0008,prostate,../input/hubmap-2022-256x256/train/10044_0008.png,../input/hubmap-2022-256x256/masks/10044_0008.png,3.0
21321,21321_0008,kidney,../input/hubmap-2022-256x256/train/21321_0008.png,../input/hubmap-2022-256x256/masks/21321_0008.png,1.0
30250,30250_0000,kidney,../input/hubmap-2022-256x256/train/30250_0000.png,../input/hubmap-2022-256x256/masks/30250_0000.png,1.0
22953,22953_0002,spleen,../input/hubmap-2022-256x256/train/22953_0002.png,../input/hubmap-2022-256x256/masks/22953_0002.png,0.0
25620,25620_0003,kidney,../input/hubmap-2022-256x256/train/25620_0003.png,../input/hubmap-2022-256x256/masks/25620_0003.png,1.0
12471,12471_0004,largeintestine,../input/hubmap-2022-256x256/train/12471_0004.png,../input/hubmap-2022-256x256/masks/12471_0004.png,0.0
144,144_0005,spleen,../input/hubmap-2022-256x256/train/144_0005.png,../input/hubmap-2022-256x256/masks/144_0005.png,2.0
21358,21358_0003,spleen,../input/hubmap-2022-256x256/train/21358_0003.png,../input/hubmap-2022-256x256/masks/21358_0003.png,2.0
21358,21358_0004,spleen,../input/hubmap-2022-256x256/train/21358_0004.png,../input/hubmap-2022-256x256/masks/21358_0004.png,4.0
26480,26480_0005,lung,../input/hubmap-2022-256x256/train/26480_0005.png,../input/hubmap-2022-256x256/masks/26480_0005.png,2.0
27232,27232_0007,lung,../input/hubmap-2022-256x256/train/27232_0007.png,../input/hubmap-2022-256x256/masks/27232_0007.png,1.0
12471,12471_0000,largeintestine,../input/hubmap-2022-256x256/train/12471_0000.png,../input/hubmap-2022-256x256/masks/12471_0000.png,0.0
9387,9387_0001,lung,../input/hubmap-2022-256x256/train/9387_0001.png,../input/hubmap-2022-256x256/masks/9387_0001.png,1.0
21812,21812_0004,largeintestine,../input/hubmap-2022-256x256/train/21812_0004.png,../input/hubmap-2022-256x256/masks/21812_0004.png,4.0
19377,19377_0006,spleen,../input/hubmap-2022-256x256/train/19377_0006.png,../input/hubmap-2022-256x256/masks/19377_0006.png,3.0
18900,18900_0004,largeintestine,../input/hubmap-2022-256x256/train/18900_0004.png,../input/hubmap-2022-256x256/masks/18900_0004.png,0.0
16214,16214_0005,kidney,../input/hubmap-2022-256x256/train/16214_0005.png,../input/hubmap-2022-256x256/masks/16214_0005.png,4.0
28045,28045_0008,largeintestine,../input/hubmap-2022-256x256/train/28045_0008.png,../input/hubmap-2022-256x256/masks/28045_0008.png,4.0
13942,13942_0004,prostate,../input/hubmap-2022-256x256/train/13942_0004.png,../input/hubmap-2022-256x256/masks/13942_0004.png,3.0
4412,4412_0005,lung,../input/hubmap-2022-256x256/train/4412_0005.png,../input/hubmap-2022-256x256/masks/4412_0005.png,3.0
18121,18121_0001,kidney,../input/hubmap-2022-256x256/train/18121_0001.png,../input/hubmap-2022-256x256/masks/18121_0001.png,3.0
23252,23252_0007,lung,../input/hubmap-2022-256x256/train/23252_0007.png,../input/hubmap-2022-256x256/masks/23252_0007.png,0.0
8231,8231_0007,lung,../input/hubmap-2022-256x256/train/8231_0007.png,../input/hubmap-2022-256x256/masks/8231_0007.png,2.0
21129,21129_0007,kidney,../input/hubmap-2022-256x256/train/21129_0007.png,../input/hubmap-2022-256x256/masks/21129_0007.png,0.0
7359,7359_0005,lung,../input/hubmap-2022-256x256/train/7359_0005.png,../input/hubmap-2022-256x256/masks/7359_0005.png,3.0
27587,27587_0003,largeintestine,../input/hubmap-2022-256x256/train/27587_0003.png,../input/hubmap-2022-256x256/masks/27587_0003.png,2.0
5317,5317_0002,prostate,../input/hubmap-2022-256x256/train/5317_0002.png,../input/hubmap-2022-256x256/masks/5317_0002.png,3.0
6121,6121_0007,largeintestine,../input/hubmap-2022-256x256/train/6121_0007.png,../input/hubmap-2022-256x256/masks/6121_0007.png,4.0
14407,14407_0003,prostate,../input/hubmap-2022-256x256/train/14407_0003.png,../input/hubmap-2022-256x256/masks/14407_0003.png,1.0
10892,10892_0000,largeintestine,../input/hubmap-2022-256x256/train/10892_0000.png,../input/hubmap-2022-256x256/masks/10892_0000.png,1.0
5317,5317_0007,prostate,../input/hubmap-2022-256x256/train/5317_0007.png,../input/hubmap-2022-256x256/masks/5317_0007.png,0.0
13396,13396_0000,largeintestine,../input/hubmap-2022-256x256/train/13396_0000.png,../input/hubmap-2022-256x256/masks/13396_0000.png,2.0
22741,22741_0002,kidney,../input/hubmap-2022-256x256/train/22741_0002.png,../input/hubmap-2022-256x256/masks/22741_0002.png,4.0
16711,16711_0003,kidney,../input/hubmap-2022-256x256/train/16711_0003.png,../input/hubmap-2022-256x256/masks/16711_0003.png,4.0
28045,28045_0007,largeintestine,../input/hubmap-2022-256x256/train/28045_0007.png,../input/hubmap-2022-256x256/masks/28045_0007.png,1.0
19533,19533_0000,kidney,../input/hubmap-2022-256x256/train/19533_0000.png,../input/hubmap-2022-256x256/masks/19533_0000.png,3.0
28940,28940_0001,kidney,../input/hubmap-2022-256x256/train/28940_0001.png,../input/hubmap-2022-256x256/masks/28940_0001.png,3.0
25945,25945_0004,lung,../input/hubmap-2022-256x256/train/25945_0004.png,../input/hubmap-2022-256x256/masks/25945_0004.png,0.0
27587,27587_0007,largeintestine,../input/hubmap-2022-256x256/train/27587_0007.png,../input/hubmap-2022-256x256/masks/27587_0007.png,1.0
10274,10274_0005,prostate,../input/hubmap-2022-256x256/train/10274_0005.png,../input/hubmap-2022-256x256/masks/10274_0005.png,4.0
15842,15842_0000,largeintestine,../input/hubmap-2022-256x256/train/15842_0000.png,../input/hubmap-2022-256x256/masks/15842_0000.png,3.0
9407,9407_0007,spleen,../input/hubmap-2022-256x256/train/9407_0007.png,../input/hubmap-2022-256x256/masks/9407_0007.png,2.0
10992,10992_0007,spleen,../input/hubmap-2022-256x256/train/10992_0007.png,../input/hubmap-2022-256x256/masks/10992_0007.png,1.0
22718,22718_0000,kidney,../input/hubmap-2022-256x256/train/22718_0000.png,../input/hubmap-2022-256x256/masks/22718_0000.png,0.0
29238,29238_0008,kidney,../input/hubmap-2022-256x256/train/29238_0008.png,../input/hubmap-2022-256x256/masks/29238_0008.png,1.0
1955,1955_0004,prostate,../input/hubmap-2022-256x256/train/1955_0004.png,../input/hubmap-2022-256x256/masks/1955_0004.png,0.0
15787,15787_0002,kidney,../input/hubmap-2022-256x256/train/15787_0002.png,../input/hubmap-2022-256x256/masks/15787_0002.png,1.0
28823,28823_0003,kidney,../input/hubmap-2022-256x256/train/28823_0003.png,../input/hubmap-2022-256x256/masks/28823_0003.png,4.0
2344,2344_0005,kidney,../input/hubmap-2022-256x256/train/2344_0005.png,../input/hubmap-2022-256x256/masks/2344_0005.png,1.0
8116,8116_0008,spleen,../input/hubmap-2022-256x256/train/8116_0008.png,../input/hubmap-2022-256x256/masks/8116_0008.png,0.0
4561,4561_0007,largeintestine,../input/hubmap-2022-256x256/train/4561_0007.png,../input/hubmap-2022-256x256/masks/4561_0007.png,0.0
9407,9407_0000,spleen,../input/hubmap-2022-256x256/train/9407_0000.png,../input/hubmap-2022-256x256/masks/9407_0000.png,0.0
15067,15067_0008,lung,../input/hubmap-2022-256x256/train/15067_0008.png,../input/hubmap-2022-256x256/masks/15067_0008.png,1.0
28748,28748_0003,spleen,../input/hubmap-2022-256x256/train/28748_0003.png,../input/hubmap-2022-256x256/masks/28748_0003.png,4.0
28052,28052_0002,lung,../input/hubmap-2022-256x256/train/28052_0002.png,../input/hubmap-2022-256x256/masks/28052_0002.png,3.0
18449,18449_0002,kidney,../input/hubmap-2022-256x256/train/18449_0002.png,../input/hubmap-2022-256x256/masks/18449_0002.png,2.0
30876,30876_0008,kidney,../input/hubmap-2022-256x256/train/30876_0008.png,../input/hubmap-2022-256x256/masks/30876_0008.png,2.0
14407,14407_0002,prostate,../input/hubmap-2022-256x256/train/14407_0002.png,../input/hubmap-2022-256x256/masks/14407_0002.png,3.0
8842,8842_0005,prostate,../input/hubmap-2022-256x256/train/8842_0005.png,../input/hubmap-2022-256x256/masks/8842_0005.png,4.0
30080,30080_0000,prostate,../input/hubmap-2022-256x256/train/30080_0000.png,../input/hubmap-2022-256x256/masks/30080_0000.png,2.0
17187,17187_0006,prostate,../input/hubmap-2022-256x256/train/17187_0006.png,../input/hubmap-2022-256x256/masks/17187_0006.png,0.0
4777,4777_0007,kidney,../input/hubmap-2022-256x256/train/4777_0007.png,../input/hubmap-2022-256x256/masks/4777_0007.png,3.0
30414,30414_0008,prostate,../input/hubmap-2022-256x256/train/30414_0008.png,../input/hubmap-2022-256x256/masks/30414_0008.png,3.0
62,62_0001,kidney,../input/hubmap-2022-256x256/train/62_0001.png,../input/hubmap-2022-256x256/masks/62_0001.png,0.0
5777,5777_0004,lung,../input/hubmap-2022-256x256/train/5777_0004.png,../input/hubmap-2022-256x256/masks/5777_0004.png,1.0
29180,29180_0000,largeintestine,../input/hubmap-2022-256x256/train/29180_0000.png,../input/hubmap-2022-256x256/masks/29180_0000.png,4.0
1123,1123_0007,spleen,../input/hubmap-2022-256x256/train/1123_0007.png,../input/hubmap-2022-256x256/masks/1123_0007.png,4.0
15005,15005_0004,kidney,../input/hubmap-2022-256x256/train/15005_0004.png,../input/hubmap-2022-256x256/masks/15005_0004.png,4.0
11890,11890_0000,largeintestine,../input/hubmap-2022-256x256/train/11890_0000.png,../input/hubmap-2022-256x256/masks/11890_0000.png,3.0
15860,15860_0005,kidney,../input/hubmap-2022-256x256/train/15860_0005.png,../input/hubmap-2022-256x256/masks/15860_0005.png,4.0
18121,18121_0007,kidney,../input/hubmap-2022-256x256/train/18121_0007.png,../input/hubmap-2022-256x256/masks/18121_0007.png,1.0
7902,7902_0001,prostate,../input/hubmap-2022-256x256/train/7902_0001.png,../input/hubmap-2022-256x256/masks/7902_0001.png,3.0
13507,13507_0006,largeintestine,../input/hubmap-2022-256x256/train/13507_0006.png,../input/hubmap-2022-256x256/masks/13507_0006.png,3.0
19084,19084_0008,prostate,../input/hubmap-2022-256x256/train/19084_0008.png,../input/hubmap-2022-256x256/masks/19084_0008.png,2.0
18900,18900_0002,largeintestine,../input/hubmap-2022-256x256/train/18900_0002.png,../input/hubmap-2022-256x256/masks/18900_0002.png,2.0
19997,19997_0002,spleen,../input/hubmap-2022-256x256/train/19997_0002.png,../input/hubmap-2022-256x256/masks/19997_0002.png,1.0
32231,32231_0005,spleen,../input/hubmap-2022-256x256/train/32231_0005.png,../input/hubmap-2022-256x256/masks/32231_0005.png,3.0
5102,5102_0004,kidney,../input/hubmap-2022-256x256/train/5102_0004.png,../input/hubmap-2022-256x256/masks/5102_0004.png,3.0
24097,24097_0001,kidney,../input/hubmap-2022-256x256/train/24097_0001.png,../input/hubmap-2022-256x256/masks/24097_0001.png,3.0
21021,21021_0006,kidney,../input/hubmap-2022-256x256/train/21021_0006.png,../input/hubmap-2022-256x256/masks/21021_0006.png,0.0
1731,1731_0007,lung,../input/hubmap-2022-256x256/train/1731_0007.png,../input/hubmap-2022-256x256/masks/1731_0007.png,4.0
30194,30194_0000,kidney,../input/hubmap-2022-256x256/train/30194_0000.png,../input/hubmap-2022-256x256/masks/30194_0000.png,1.0
1690,1690_0002,prostate,../input/hubmap-2022-256x256/train/1690_0002.png,../input/hubmap-2022-256x256/masks/1690_0002.png,2.0
23961,23961_0000,prostate,../input/hubmap-2022-256x256/train/23961_0000.png,../input/hubmap-2022-256x256/masks/23961_0000.png,0.0
5287,5287_0004,prostate,../input/hubmap-2022-256x256/train/5287_0004.png,../input/hubmap-2022-256x256/masks/5287_0004.png,2.0
9437,9437_0002,kidney,../input/hubmap-2022-256x256/train/9437_0002.png,../input/hubmap-2022-256x256/masks/9437_0002.png,0.0
1157,1157_0007,kidney,../input/hubmap-2022-256x256/train/1157_0007.png,../input/hubmap-2022-256x256/masks/1157_0007.png,3.0
19048,19048_0006,kidney,../input/hubmap-2022-256x256/train/19048_0006.png,../input/hubmap-2022-256x256/masks/19048_0006.png,3.0
30294,30294_0001,prostate,../input/hubmap-2022-256x256/train/30294_0001.png,../input/hubmap-2022-256x256/masks/30294_0001.png,2.0
32231,32231_0006,spleen,../input/hubmap-2022-256x256/train/32231_0006.png,../input/hubmap-2022-256x256/masks/32231_0006.png,1.0
14407,14407_0005,prostate,../input/hubmap-2022-256x256/train/14407_0005.png,../input/hubmap-2022-256x256/masks/14407_0005.png,1.0
10703,10703_0004,spleen,../input/hubmap-2022-256x256/train/10703_0004.png,../input/hubmap-2022-256x256/masks/10703_0004.png,1.0
5317,5317_0001,prostate,../input/hubmap-2022-256x256/train/5317_0001.png,../input/hubmap-2022-256x256/masks/5317_0001.png,2.0
12471,12471_0002,largeintestine,../input/hubmap-2022-256x256/train/12471_0002.png,../input/hubmap-2022-256x256/masks/12471_0002.png,0.0
31800,31800_0005,lung,../input/hubmap-2022-256x256/train/31800_0005.png,../input/hubmap-2022-256x256/masks/31800_0005.png,3.0
12483,12483_0003,spleen,../input/hubmap-2022-256x256/train/12483_0003.png,../input/hubmap-2022-256x256/masks/12483_0003.png,0.0
16163,16163_0001,kidney,../input/hubmap-2022-256x256/train/16163_0001.png,../input/hubmap-2022-256x256/masks/16163_0001.png,1.0
10611,10611_0000,kidney,../input/hubmap-2022-256x256/train/10611_0000.png,../input/hubmap-2022-256x256/masks/10611_0000.png,1.0
8116,8116_0001,spleen,../input/hubmap-2022-256x256/train/8116_0001.png,../input/hubmap-2022-256x256/masks/8116_0001.png,3.0
6390,6390_0008,prostate,../input/hubmap-2022-256x256/train/6390_0008.png,../input/hubmap-2022-256x256/masks/6390_0008.png,0.0
1878,1878_0007,lung,../input/hubmap-2022-256x256/train/1878_0007.png,../input/hubmap-2022-256x256/masks/1878_0007.png,3.0
12466,12466_0004,spleen,../input/hubmap-2022-256x256/train/12466_0004.png,../input/hubmap-2022-256x256/masks/12466_0004.png,0.0
16711,16711_0007,kidney,../input/hubmap-2022-256x256/train/16711_0007.png,../input/hubmap-2022-256x256/masks/16711_0007.png,3.0
28262,28262_0008,kidney,../input/hubmap-2022-256x256/train/28262_0008.png,../input/hubmap-2022-256x256/masks/28262_0008.png,2.0
31958,31958_0007,prostate,../input/hubmap-2022-256x256/train/31958_0007.png,../input/hubmap-2022-256x256/masks/31958_0007.png,1.0
17126,17126_0003,largeintestine,../input/hubmap-2022-256x256/train/17126_0003.png,../input/hubmap-2022-256x256/masks/17126_0003.png,2.0
22236,22236_0005,spleen,../input/hubmap-2022-256x256/train/22236_0005.png,../input/hubmap-2022-256x256/masks/22236_0005.png,4.0
6730,6730_0003,prostate,../input/hubmap-2022-256x256/train/6730_0003.png,../input/hubmap-2022-256x256/masks/6730_0003.png,4.0
2279,2279_0005,spleen,../input/hubmap-2022-256x256/train/2279_0005.png,../input/hubmap-2022-256x256/masks/2279_0005.png,4.0
9450,9450_0005,lung,../input/hubmap-2022-256x256/train/9450_0005.png,../input/hubmap-2022-256x256/masks/9450_0005.png,1.0
435,435_0005,prostate,../input/hubmap-2022-256x256/train/435_0005.png,../input/hubmap-2022-256x256/masks/435_0005.png,2.0
8151,8151_0006,lung,../input/hubmap-2022-256x256/train/8151_0006.png,../input/hubmap-2022-256x256/masks/8151_0006.png,1.0
27803,27803_0000,spleen,../input/hubmap-2022-256x256/train/27803_0000.png,../input/hubmap-2022-256x256/masks/27803_0000.png,1.0
18422,18422_0003,prostate,../input/hubmap-2022-256x256/train/18422_0003.png,../input/hubmap-2022-256x256/masks/18422_0003.png,4.0
2874,2874_0002,kidney,../input/hubmap-2022-256x256/train/2874_0002.png,../input/hubmap-2022-256x256/masks/2874_0002.png,1.0
144,144_0002,spleen,../input/hubmap-2022-256x256/train/144_0002.png,../input/hubmap-2022-256x256/masks/144_0002.png,0.0
5287,5287_0005,prostate,../input/hubmap-2022-256x256/train/5287_0005.png,../input/hubmap-2022-256x256/masks/5287_0005.png,4.0
27803,27803_0002,spleen,../input/hubmap-2022-256x256/train/27803_0002.png,../input/hubmap-2022-256x256/masks/27803_0002.png,1.0
25298,25298_0004,largeintestine,../input/hubmap-2022-256x256/train/25298_0004.png,../input/hubmap-2022-256x256/masks/25298_0004.png,4.0
23252,23252_0001,lung,../input/hubmap-2022-256x256/train/23252_0001.png,../input/hubmap-2022-256x256/masks/23252_0001.png,2.0
2174,2174_0008,prostate,../input/hubmap-2022-256x256/train/2174_0008.png,../input/hubmap-2022-256x256/masks/2174_0008.png,0.0
6722,6722_0001,spleen,../input/hubmap-2022-256x256/train/6722_0001.png,../input/hubmap-2022-256x256/masks/6722_0001.png,1.0
19360,19360_0006,spleen,../input/hubmap-2022-256x256/train/19360_0006.png,../input/hubmap-2022-256x256/masks/19360_0006.png,4.0
1157,1157_0008,kidney,../input/hubmap-2022-256x256/train/1157_0008.png,../input/hubmap-2022-256x256/masks/1157_0008.png,4.0
24522,24522_0000,kidney,../input/hubmap-2022-256x256/train/24522_0000.png,../input/hubmap-2022-256x256/masks/24522_0000.png,4.0
203,203_0001,largeintestine,../input/hubmap-2022-256x256/train/203_0001.png,../input/hubmap-2022-256x256/masks/203_0001.png,3.0
19179,19179_0000,spleen,../input/hubmap-2022-256x256/train/19179_0000.png,../input/hubmap-2022-256x256/masks/19179_0000.png,0.0
27350,27350_0006,kidney,../input/hubmap-2022-256x256/train/27350_0006.png,../input/hubmap-2022-256x256/masks/27350_0006.png,2.0
27350,27350_0004,kidney,../input/hubmap-2022-256x256/train/27350_0004.png,../input/hubmap-2022-256x256/masks/27350_0004.png,4.0
19997,19997_0008,spleen,../input/hubmap-2022-256x256/train/19997_0008.png,../input/hubmap-2022-256x256/masks/19997_0008.png,0.0
27861,27861_0005,largeintestine,../input/hubmap-2022-256x256/train/27861_0005.png,../input/hubmap-2022-256x256/masks/27861_0005.png,1.0
6730,6730_0001,prostate,../input/hubmap-2022-256x256/train/6730_0001.png,../input/hubmap-2022-256x256/masks/6730_0001.png,2.0
11064,11064_0004,lung,../input/hubmap-2022-256x256/train/11064_0004.png,../input/hubmap-2022-256x256/masks/11064_0004.png,2.0
1220,1220_0003,lung,../input/hubmap-2022-256x256/train/1220_0003.png,../input/hubmap-2022-256x256/masks/1220_0003.png,0.0
19360,19360_0002,spleen,../input/hubmap-2022-256x256/train/19360_0002.png,../input/hubmap-2022-256x256/masks/19360_0002.png,2.0
18422,18422_0004,prostate,../input/hubmap-2022-256x256/train/18422_0004.png,../input/hubmap-2022-256x256/masks/18422_0004.png,0.0
25516,25516_0007,lung,../input/hubmap-2022-256x256/train/25516_0007.png,../input/hubmap-2022-256x256/masks/25516_0007.png,1.0
2696,2696_0005,largeintestine,../input/hubmap-2022-256x256/train/2696_0005.png,../input/hubmap-2022-256x256/masks/2696_0005.png,0.0
7169,7169_0008,spleen,../input/hubmap-2022-256x256/train/7169_0008.png,../input/hubmap-2022-256x256/masks/7169_0008.png,2.0
16728,16728_0008,largeintestine,../input/hubmap-2022-256x256/train/16728_0008.png,../input/hubmap-2022-256x256/masks/16728_0008.png,0.0
16659,16659_0004,prostate,../input/hubmap-2022-256x256/train/16659_0004.png,../input/hubmap-2022-256x256/masks/16659_0004.png,3.0
2174,2174_0004,prostate,../input/hubmap-2022-256x256/train/2174_0004.png,../input/hubmap-2022-256x256/masks/2174_0004.png,0.0
8227,8227_0004,prostate,../input/hubmap-2022-256x256/train/8227_0004.png,../input/hubmap-2022-256x256/masks/8227_0004.png,1.0
25689,25689_0004,largeintestine,../input/hubmap-2022-256x256/train/25689_0004.png,../input/hubmap-2022-256x256/masks/25689_0004.png,4.0
203,203_0005,largeintestine,../input/hubmap-2022-256x256/train/203_0005.png,../input/hubmap-2022-256x256/masks/203_0005.png,1.0
5086,5086_0000,lung,../input/hubmap-2022-256x256/train/5086_0000.png,../input/hubmap-2022-256x256/masks/5086_0000.png,2.0
14674,14674_0000,largeintestine,../input/hubmap-2022-256x256/train/14674_0000.png,../input/hubmap-2022-256x256/masks/14674_0000.png,0.0
19377,19377_0003,spleen,../input/hubmap-2022-256x256/train/19377_0003.png,../input/hubmap-2022-256x256/masks/19377_0003.png,0.0
24269,24269_0002,prostate,../input/hubmap-2022-256x256/train/24269_0002.png,../input/hubmap-2022-256x256/masks/24269_0002.png,4.0
6807,6807_0005,kidney,../input/hubmap-2022-256x256/train/6807_0005.png,../input/hubmap-2022-256x256/masks/6807_0005.png,1.0
8894,8894_0002,spleen,../input/hubmap-2022-256x256/train/8894_0002.png,../input/hubmap-2022-256x256/masks/8894_0002.png,1.0
25516,25516_0003,lung,../input/hubmap-2022-256x256/train/25516_0003.png,../input/hubmap-2022-256x256/masks/25516_0003.png,4.0
10610,10610_0004,spleen,../input/hubmap-2022-256x256/train/10610_0004.png,../input/hubmap-2022-256x256/masks/10610_0004.png,0.0
25689,25689_0005,largeintestine,../input/hubmap-2022-256x256/train/25689_0005.png,../input/hubmap-2022-256x256/masks/25689_0005.png,4.0
29424,29424_0008,largeintestine,../input/hubmap-2022-256x256/train/29424_0008.png,../input/hubmap-2022-256x256/masks/29424_0008.png,2.0
7970,7970_0000,kidney,../input/hubmap-2022-256x256/train/7970_0000.png,../input/hubmap-2022-256x256/masks/7970_0000.png,3.0
29424,29424_0004,largeintestine,../input/hubmap-2022-256x256/train/29424_0004.png,../input/hubmap-2022-256x256/masks/29424_0004.png,1.0
13942,13942_0001,prostate,../input/hubmap-2022-256x256/train/13942_0001.png,../input/hubmap-2022-256x256/masks/13942_0001.png,1.0
29690,29690_0006,spleen,../input/hubmap-2022-256x256/train/29690_0006.png,../input/hubmap-2022-256x256/masks/29690_0006.png,1.0
2344,2344_0004,kidney,../input/hubmap-2022-256x256/train/2344_0004.png,../input/hubmap-2022-256x256/masks/2344_0004.png,0.0
17187,17187_0000,prostate,../input/hubmap-2022-256x256/train/17187_0000.png,../input/hubmap-2022-256x256/masks/17187_0000.png,1.0
31406,31406_0007,largeintestine,../input/hubmap-2022-256x256/train/31406_0007.png,../input/hubmap-2022-256x256/masks/31406_0007.png,3.0
32527,32527_0003,kidney,../input/hubmap-2022-256x256/train/32527_0003.png,../input/hubmap-2022-256x256/masks/32527_0003.png,2.0
2424,2424_0007,kidney,../input/hubmap-2022-256x256/train/2424_0007.png,../input/hubmap-2022-256x256/masks/2424_0007.png,4.0
16890,16890_0002,largeintestine,../input/hubmap-2022-256x256/train/16890_0002.png,../input/hubmap-2022-256x256/masks/16890_0002.png,2.0
14388,14388_0008,lung,../input/hubmap-2022-256x256/train/14388_0008.png,../input/hubmap-2022-256x256/masks/14388_0008.png,0.0
31898,31898_0003,prostate,../input/hubmap-2022-256x256/train/31898_0003.png,../input/hubmap-2022-256x256/masks/31898_0003.png,3.0
2943,2943_0004,kidney,../input/hubmap-2022-256x256/train/2943_0004.png,../input/hubmap-2022-256x256/masks/2943_0004.png,4.0
24194,24194_0001,prostate,../input/hubmap-2022-256x256/train/24194_0001.png,../input/hubmap-2022-256x256/masks/24194_0001.png,2.0
24833,24833_0007,spleen,../input/hubmap-2022-256x256/train/24833_0007.png,../input/hubmap-2022-256x256/masks/24833_0007.png,4.0
18445,18445_0004,largeintestine,../input/hubmap-2022-256x256/train/18445_0004.png,../input/hubmap-2022-256x256/masks/18445_0004.png,4.0
26886,26886_0001,largeintestine,../input/hubmap-2022-256x256/train/26886_0001.png,../input/hubmap-2022-256x256/masks/26886_0001.png,4.0
11629,11629_0001,lung,../input/hubmap-2022-256x256/train/11629_0001.png,../input/hubmap-2022-256x256/masks/11629_0001.png,4.0
2279,2279_0001,spleen,../input/hubmap-2022-256x256/train/2279_0001.png,../input/hubmap-2022-256x256/masks/2279_0001.png,0.0
660,660_0003,kidney,../input/hubmap-2022-256x256/train/660_0003.png,../input/hubmap-2022-256x256/masks/660_0003.png,4.0
16609,16609_0006,prostate,../input/hubmap-2022-256x256/train/16609_0006.png,../input/hubmap-2022-256x256/masks/16609_0006.png,1.0
20428,20428_0008,prostate,../input/hubmap-2022-256x256/train/20428_0008.png,../input/hubmap-2022-256x256/masks/20428_0008.png,2.0
30201,30201_0003,spleen,../input/hubmap-2022-256x256/train/30201_0003.png,../input/hubmap-2022-256x256/masks/30201_0003.png,4.0
18777,18777_0004,kidney,../input/hubmap-2022-256x256/train/18777_0004.png,../input/hubmap-2022-256x256/masks/18777_0004.png,2.0
9445,9445_0008,kidney,../input/hubmap-2022-256x256/train/9445_0008.png,../input/hubmap-2022-256x256/masks/9445_0008.png,3.0
12026,12026_0001,spleen,../input/hubmap-2022-256x256/train/12026_0001.png,../input/hubmap-2022-256x256/masks/12026_0001.png,0.0
16149,16149_0000,prostate,../input/hubmap-2022-256x256/train/16149_0000.png,../input/hubmap-2022-256x256/masks/16149_0000.png,1.0
30294,30294_0005,prostate,../input/hubmap-2022-256x256/train/30294_0005.png,../input/hubmap-2022-256x256/masks/30294_0005.png,3.0
5287,5287_0000,prostate,../input/hubmap-2022-256x256/train/5287_0000.png,../input/hubmap-2022-256x256/masks/5287_0000.png,0.0
29690,29690_0007,spleen,../input/hubmap-2022-256x256/train/29690_0007.png,../input/hubmap-2022-256x256/masks/29690_0007.png,3.0
2279,2279_0008,spleen,../input/hubmap-2022-256x256/train/2279_0008.png,../input/hubmap-2022-256x256/masks/2279_0008.png,3.0
31958,31958_0001,prostate,../input/hubmap-2022-256x256/train/31958_0001.png,../input/hubmap-2022-256x256/masks/31958_0001.png,0.0
9437,9437_0000,kidney,../input/hubmap-2022-256x256/train/9437_0000.png,../input/hubmap-2022-256x256/masks/9437_0000.png,2.0
12476,12476_0004,lung,../input/hubmap-2022-256x256/train/12476_0004.png,../input/hubmap-2022-256x256/masks/12476_0004.png,1.0
3057,3057_0007,spleen,../input/hubmap-2022-256x256/train/3057_0007.png,../input/hubmap-2022-256x256/masks/3057_0007.png,1.0
9387,9387_0004,lung,../input/hubmap-2022-256x256/train/9387_0004.png,../input/hubmap-2022-256x256/masks/9387_0004.png,3.0
24269,24269_0003,prostate,../input/hubmap-2022-256x256/train/24269_0003.png,../input/hubmap-2022-256x256/masks/24269_0003.png,0.0
4412,4412_0001,lung,../input/hubmap-2022-256x256/train/4412_0001.png,../input/hubmap-2022-256x256/masks/4412_0001.png,2.0
8227,8227_0003,prostate,../input/hubmap-2022-256x256/train/8227_0003.png,../input/hubmap-2022-256x256/masks/8227_0003.png,2.0
5317,5317_0005,prostate,../input/hubmap-2022-256x256/train/5317_0005.png,../input/hubmap-2022-256x256/masks/5317_0005.png,0.0
4658,4658_0008,prostate,../input/hubmap-2022-256x256/train/4658_0008.png,../input/hubmap-2022-256x256/masks/4658_0008.png,4.0
